,loss,step,model,assignment,alpha,iteration
243,3502.193359375,860,DBiAA,soft,0.0,0
244,3500.357421875,880,DBiAA,soft,0.0,0
245,3498.60888671875,900,DBiAA,soft,0.0,0
246,3496.9521484375,920,DBiAA,soft,0.0,0
247,3495.3525390625,940,DBiAA,soft,0.0,0
248,3493.798828125,960,DBiAA,soft,0.0,0
249,3492.393798828125,980,DBiAA,soft,0.0,0
250,3491.136474609375,1000,DBiAA,soft,0.0,0
251,3489.96435546875,1020,DBiAA,soft,0.0,0
252,3488.866943359375,1040,DBiAA,soft,0.0,0
253,3487.8271484375,1060,DBiAA,soft,0.0,0
254,3486.81298828125,1080,DBiAA,soft,0.0,0
255,3485.75048828125,1100,DBiAA,soft,0.0,0
256,3484.801513671875,1120,DBiAA,soft,0.0,0
257,3483.9736328125,1140,DBiAA,soft,0.0,0
258,3483.21142578125,1160,DBiAA,soft,0.0,0
259,3482.4951171875,1180,DBiAA,soft,0.0,0
260,3481.8154296875,1200,DBiAA,soft,0.0,0
261,3481.166015625,1220,DBiAA,soft,0.0,0
262,3480.540283203125,1240,DBiAA,soft,0.0,0
263,3479.933349609375,1260,DBiAA,soft,0.0,0
264,3479.3408203125,1280,DBiAA,soft,0.0,0
265,3478.76123046875,1300,DBiAA,soft,0.0,0
266,3478.197265625,1320,DBiAA,soft,0.0,0
267,3477.6513671875,1340,DBiAA,soft,0.0,0
268,3477.12744140625,1360,DBiAA,soft,0.0,0
269,3476.626953125,1380,DBiAA,soft,0.0,0
270,3476.14990234375,1400,DBiAA,soft,0.0,0
271,3475.693603515625,1420,DBiAA,soft,0.0,0
272,3475.25341796875,1440,DBiAA,soft,0.0,0
273,3474.81982421875,1460,DBiAA,soft,0.0,0
274,3474.374755859375,1480,DBiAA,soft,0.0,0
275,3473.92529296875,1500,DBiAA,soft,0.0,0
276,3473.540771484375,1520,DBiAA,soft,0.0,0
277,3473.16455078125,1540,DBiAA,soft,0.0,0
278,3472.79248046875,1560,DBiAA,soft,0.0,0
279,3472.4248046875,1580,DBiAA,soft,0.0,0
280,3472.06689453125,1600,DBiAA,soft,0.0,0
281,3471.73046875,1620,DBiAA,soft,0.0,0
282,3471.42236328125,1640,DBiAA,soft,0.0,0
283,3471.14453125,1660,DBiAA,soft,0.0,0
284,3470.8935546875,1680,DBiAA,soft,0.0,0
285,3470.6630859375,1700,DBiAA,soft,0.0,0
286,3470.44921875,1720,DBiAA,soft,0.0,0
287,3470.248046875,1740,DBiAA,soft,0.0,0
288,3470.05712890625,1760,DBiAA,soft,0.0,0
289,3469.87353515625,1780,DBiAA,soft,0.0,0
290,3469.69677734375,1800,DBiAA,soft,0.0,0
291,3469.5244140625,1820,DBiAA,soft,0.0,0
292,3469.3544921875,1840,DBiAA,soft,0.0,0
293,3469.18408203125,1860,DBiAA,soft,0.0,0
294,3469.01025390625,1880,DBiAA,soft,0.0,0
295,3468.833251953125,1900,DBiAA,soft,0.0,0
296,3468.658935546875,1920,DBiAA,soft,0.0,0
297,3468.498046875,1940,DBiAA,soft,0.0,0
298,3468.35107421875,1960,DBiAA,soft,0.0,0
299,3468.2109375,1980,DBiAA,soft,0.0,0
300,3468.075927734375,0,DSBM,soft,0.0,0
301,3466.67578125,20,DSBM,soft,0.0,0
302,3465.6533203125,40,DSBM,soft,0.0,0
303,3464.8193359375,60,DSBM,soft,0.0,0
304,3464.069091796875,80,DSBM,soft,0.0,0
305,3463.33837890625,100,DSBM,soft,0.0,0
306,3462.614990234375,120,DSBM,soft,0.0,0
307,3461.884765625,140,DSBM,soft,0.0,0
308,3461.009765625,160,DSBM,soft,0.0,0
309,3459.90966796875,180,DSBM,soft,0.0,0
310,3458.826171875,200,DSBM,soft,0.0,0
311,3457.732421875,220,DSBM,soft,0.0,0
312,3456.30517578125,240,DSBM,soft,0.0,0
313,3454.912353515625,260,DSBM,soft,0.0,0
314,3453.799072265625,280,DSBM,soft,0.0,0
315,3452.932373046875,300,DSBM,soft,0.0,0
316,3452.1123046875,320,DSBM,soft,0.0,0
317,3451.34619140625,340,DSBM,soft,0.0,0
318,3450.7978515625,360,DSBM,soft,0.0,0
319,3450.3974609375,380,DSBM,soft,0.0,0
320,3450.071044921875,400,DSBM,soft,0.0,0
321,3449.660400390625,420,DSBM,soft,0.0,0
322,3449.30078125,440,DSBM,soft,0.0,0
323,3449.15625,460,DSBM,soft,0.0,0
324,3449.0732421875,480,DSBM,soft,0.0,0
325,3449.000732421875,500,DSBM,soft,0.0,0
326,3448.91064453125,520,DSBM,soft,0.0,0
327,3448.73876953125,540,DSBM,soft,0.0,0
328,3448.564208984375,560,DSBM,soft,0.0,0
329,3448.462890625,580,DSBM,soft,0.0,0
330,3448.361083984375,600,DSBM,soft,0.0,0
331,3448.2353515625,620,DSBM,soft,0.0,0
332,3448.16357421875,640,DSBM,soft,0.0,0
333,3448.06201171875,660,DSBM,soft,0.0,0
334,3447.8974609375,680,DSBM,soft,0.0,0
335,3447.72119140625,700,DSBM,soft,0.0,0
336,3447.590576171875,720,DSBM,soft,0.0,0
337,3447.5244140625,740,DSBM,soft,0.0,0
338,3447.38037109375,760,DSBM,soft,0.0,0
339,3447.044921875,780,DSBM,soft,0.0,0
340,3446.701171875,800,DSBM,soft,0.0,0
341,3446.5751953125,820,DSBM,soft,0.0,0
342,3446.53515625,840,DSBM,soft,0.0,0
343,3446.51416015625,860,DSBM,soft,0.0,0
344,3446.48193359375,880,DSBM,soft,0.0,0
345,3446.3466796875,900,DSBM,soft,0.0,0
346,3446.134765625,920,DSBM,soft,0.0,0
347,3446.10595703125,940,DSBM,soft,0.0,0
348,3446.0849609375,960,DSBM,soft,0.0,0
349,3446.015869140625,980,DSBM,soft,0.0,0
350,3445.720703125,1000,DSBM,soft,0.0,0
351,3445.66064453125,1020,DSBM,soft,0.0,0
352,3445.64013671875,1040,DSBM,soft,0.0,0
353,3445.626220703125,1060,DSBM,soft,0.0,0
354,3445.6162109375,1080,DSBM,soft,0.0,0
355,3445.60791015625,1100,DSBM,soft,0.0,0
356,3445.60009765625,1120,DSBM,soft,0.0,0
357,3445.59228515625,1140,DSBM,soft,0.0,0
358,3445.5849609375,1160,DSBM,soft,0.0,0
359,3445.5771484375,1180,DSBM,soft,0.0,0
360,3445.568115234375,1200,DSBM,soft,0.0,0
361,3445.55126953125,1220,DSBM,soft,0.0,0
362,3445.46826171875,1240,DSBM,soft,0.0,0
363,3444.943359375,1260,DSBM,soft,0.0,0
364,3444.609619140625,1280,DSBM,soft,0.0,0
365,3444.2080078125,1300,DSBM,soft,0.0,0
366,3443.92333984375,1320,DSBM,soft,0.0,0
367,3443.475341796875,1340,DSBM,soft,0.0,0
368,3443.297119140625,1360,DSBM,soft,0.0,0
369,3442.98681640625,1380,DSBM,soft,0.0,0
370,3442.9189453125,1400,DSBM,soft,0.0,0
371,3442.816650390625,1420,DSBM,soft,0.0,0
372,3442.73193359375,1440,DSBM,soft,0.0,0
373,3442.7119140625,1460,DSBM,soft,0.0,0
374,3442.7001953125,1480,DSBM,soft,0.0,0
375,3442.6904296875,1500,DSBM,soft,0.0,0
376,3442.682373046875,1520,DSBM,soft,0.0,0
377,3442.67529296875,1540,DSBM,soft,0.0,0
378,3442.668701171875,1560,DSBM,soft,0.0,0
379,3442.66259765625,1580,DSBM,soft,0.0,0
380,3442.657470703125,1600,DSBM,soft,0.0,0
381,3442.65234375,1620,DSBM,soft,0.0,0
382,3442.647705078125,1640,DSBM,soft,0.0,0
383,3442.643310546875,1660,DSBM,soft,0.0,0
384,3442.63916015625,1680,DSBM,soft,0.0,0
385,3442.635009765625,1700,DSBM,soft,0.0,0
386,3442.631103515625,1720,DSBM,soft,0.0,0
387,3442.626953125,1740,DSBM,soft,0.0,0
388,3442.622802734375,1760,DSBM,soft,0.0,0
389,3442.6162109375,1780,DSBM,soft,0.0,0
390,3442.601318359375,1800,DSBM,soft,0.0,0
391,3442.552490234375,1820,DSBM,soft,0.0,0
392,3442.517578125,1840,DSBM,soft,0.0,0
393,3442.508056640625,1860,DSBM,soft,0.0,0
394,3442.5029296875,1880,DSBM,soft,0.0,0
395,3442.4990234375,1900,DSBM,soft,0.0,0
396,3442.4921875,1920,DSBM,soft,0.0,0
397,3442.447265625,1940,DSBM,soft,0.0,0
398,3442.1025390625,1960,DSBM,soft,0.0,0
399,3442.0556640625,1980,DSBM,soft,0.0,0
400,6203.64892578125,0,BiAA,hard,0.0,0
401,5761.3837890625,20,BiAA,hard,0.0,0
402,5449.88720703125,40,BiAA,hard,0.0,0
403,5039.82763671875,60,BiAA,hard,0.0,0
404,4580.4404296875,80,BiAA,hard,0.0,0
405,4239.7646484375,100,BiAA,hard,0.0,0
406,4029.82861328125,120,BiAA,hard,0.0,0
407,3903.975830078125,140,BiAA,hard,0.0,0
408,3829.09521484375,160,BiAA,hard,0.0,0
409,3784.04638671875,180,BiAA,hard,0.0,0
410,3755.7255859375,200,BiAA,hard,0.0,0
411,3733.648681640625,220,BiAA,hard,0.0,0
412,3718.85986328125,240,BiAA,hard,0.0,0
413,3709.163330078125,260,BiAA,hard,0.0,0
414,3703.7451171875,280,BiAA,hard,0.0,0
415,3700.688720703125,300,BiAA,hard,0.0,0
416,3698.859130859375,320,BiAA,hard,0.0,0
417,3697.733642578125,340,BiAA,hard,0.0,0
418,3697.0419921875,360,BiAA,hard,0.0,0
419,3696.61279296875,380,BiAA,hard,0.0,0
420,3696.3427734375,400,BiAA,hard,0.0,0
421,3696.170654296875,420,BiAA,hard,0.0,0
422,3696.0595703125,440,BiAA,hard,0.0,0
423,3695.98681640625,460,BiAA,hard,0.0,0
424,3695.8662109375,480,BiAA,hard,0.0,0
425,3695.634033203125,500,BiAA,hard,0.0,0
426,3695.5185546875,520,BiAA,hard,0.0,0
427,3695.46142578125,540,BiAA,hard,0.0,0
428,3695.43212890625,560,BiAA,hard,0.0,0
429,3695.416748046875,580,BiAA,hard,0.0,0
430,3695.40771484375,600,BiAA,hard,0.0,0
431,3695.40283203125,620,BiAA,hard,0.0,0
432,3695.399658203125,640,BiAA,hard,0.0,0
433,3695.397705078125,660,BiAA,hard,0.0,0
434,3695.396484375,680,BiAA,hard,0.0,0
435,3695.39599609375,700,BiAA,hard,0.0,0
436,3695.3955078125,720,BiAA,hard,0.0,0
437,3695.39501953125,740,BiAA,hard,0.0,0
438,3695.39501953125,760,BiAA,hard,0.0,0
439,3695.394775390625,780,BiAA,hard,0.0,0
440,3695.394775390625,800,BiAA,hard,0.0,0
441,3695.39453125,820,BiAA,hard,0.0,0
442,3695.39453125,840,BiAA,hard,0.0,0
443,3695.394775390625,860,BiAA,hard,0.0,0
444,3695.394775390625,880,BiAA,hard,0.0,0
445,3695.394775390625,900,BiAA,hard,0.0,0
446,3695.39453125,920,BiAA,hard,0.0,0
447,3695.394775390625,940,BiAA,hard,0.0,0
448,3695.394775390625,960,BiAA,hard,0.0,0
449,3695.394775390625,980,BiAA,hard,0.0,0
450,3695.39501953125,1000,BiAA,hard,0.0,0
451,3695.394775390625,1020,BiAA,hard,0.0,0
452,3695.394775390625,1040,BiAA,hard,0.0,0
453,3695.394775390625,1060,BiAA,hard,0.0,0
454,3695.394775390625,1080,BiAA,hard,0.0,0
455,3695.39453125,1100,BiAA,hard,0.0,0
456,3695.394775390625,1120,BiAA,hard,0.0,0
457,3695.394775390625,1140,BiAA,hard,0.0,0
458,3695.39501953125,1160,BiAA,hard,0.0,0
459,3695.394775390625,1180,BiAA,hard,0.0,0
460,3695.394775390625,1200,BiAA,hard,0.0,0
461,3695.39453125,1220,BiAA,hard,0.0,0
462,3695.394775390625,1240,BiAA,hard,0.0,0
463,3695.39453125,1260,BiAA,hard,0.0,0
464,3695.394775390625,1280,BiAA,hard,0.0,0
465,3695.39453125,1300,BiAA,hard,0.0,0
466,3695.39501953125,1320,BiAA,hard,0.0,0
467,3695.39501953125,1340,BiAA,hard,0.0,0
468,3695.39501953125,1360,BiAA,hard,0.0,0
469,3695.39501953125,1380,BiAA,hard,0.0,0
470,3695.39501953125,1400,BiAA,hard,0.0,0
471,3695.39501953125,1420,BiAA,hard,0.0,0
472,3695.39501953125,1440,BiAA,hard,0.0,0
473,3695.39501953125,1460,BiAA,hard,0.0,0
474,3695.39501953125,1480,BiAA,hard,0.0,0
475,3695.39501953125,1500,BiAA,hard,0.0,0
476,3695.39501953125,1520,BiAA,hard,0.0,0
477,3695.39501953125,1540,BiAA,hard,0.0,0
478,3695.39501953125,1560,BiAA,hard,0.0,0
479,3695.394775390625,1580,BiAA,hard,0.0,0
480,3695.39501953125,1600,BiAA,hard,0.0,0
481,3695.39501953125,1620,BiAA,hard,0.0,0
482,3695.39453125,1640,BiAA,hard,0.0,0
483,3695.394775390625,1660,BiAA,hard,0.0,0
484,3695.394775390625,1680,BiAA,hard,0.0,0
485,3695.394775390625,1700,BiAA,hard,0.0,0
486,3695.39501953125,1720,BiAA,hard,0.0,0
487,3695.39501953125,1740,BiAA,hard,0.0,0
488,3695.39501953125,1760,BiAA,hard,0.0,0
489,3695.39501953125,1780,BiAA,hard,0.0,0
490,3695.39501953125,1800,BiAA,hard,0.0,0
491,3695.39501953125,1820,BiAA,hard,0.0,0
492,3695.39501953125,1840,BiAA,hard,0.0,0
493,3695.39501953125,1860,BiAA,hard,0.0,0
494,3695.39501953125,1880,BiAA,hard,0.0,0
495,3695.39501953125,1900,BiAA,hard,0.0,0
496,3695.39501953125,1920,BiAA,hard,0.0,0
497,3695.39501953125,1940,BiAA,hard,0.0,0
498,3695.39501953125,1960,BiAA,hard,0.0,0
499,3695.39501953125,1980,BiAA,hard,0.0,0
500,3695.39501953125,0,SBM,hard,0.0,0
501,3695.3974609375,20,SBM,hard,0.0,0
502,3695.39501953125,40,SBM,hard,0.0,0
503,3695.394775390625,60,SBM,hard,0.0,0
504,3695.394775390625,80,SBM,hard,0.0,0
505,3695.394775390625,100,SBM,hard,0.0,0
506,3695.394775390625,120,SBM,hard,0.0,0
507,3695.394775390625,140,SBM,hard,0.0,0
508,3695.39453125,160,SBM,hard,0.0,0
509,3695.39501953125,180,SBM,hard,0.0,0
510,3695.394775390625,200,SBM,hard,0.0,0
511,3695.394775390625,220,SBM,hard,0.0,0
512,3695.39501953125,240,SBM,hard,0.0,0
513,3695.394775390625,260,SBM,hard,0.0,0
514,3695.394775390625,280,SBM,hard,0.0,0
515,3695.39501953125,300,SBM,hard,0.0,0
516,3695.394775390625,320,SBM,hard,0.0,0
517,3695.39453125,340,SBM,hard,0.0,0
518,3695.394775390625,360,SBM,hard,0.0,0
519,3695.394775390625,380,SBM,hard,0.0,0
520,3695.39453125,400,SBM,hard,0.0,0
521,3695.39501953125,420,SBM,hard,0.0,0
522,3695.39453125,440,SBM,hard,0.0,0
523,3695.39501953125,460,SBM,hard,0.0,0
524,3695.39501953125,480,SBM,hard,0.0,0
525,3695.39453125,500,SBM,hard,0.0,0
526,3695.394775390625,520,SBM,hard,0.0,0
527,3695.39501953125,540,SBM,hard,0.0,0
528,3695.39453125,560,SBM,hard,0.0,0
529,3695.39501953125,580,SBM,hard,0.0,0
530,3695.39501953125,600,SBM,hard,0.0,0
531,3695.39501953125,620,SBM,hard,0.0,0
532,3695.394775390625,640,SBM,hard,0.0,0
