,loss,step,model,assignment,k,iteration
45,2661.42138671875,900,BiAA,soft,2,0
46,2661.39404296875,920,BiAA,soft,2,0
47,2661.3720703125,940,BiAA,soft,2,0
48,2661.34423828125,960,BiAA,soft,2,0
49,2661.320556640625,980,BiAA,soft,2,0
50,2661.298828125,1000,BiAA,soft,2,0
51,2661.2783203125,1020,BiAA,soft,2,0
52,2661.25830078125,1040,BiAA,soft,2,0
53,2661.23974609375,1060,BiAA,soft,2,0
54,2661.22265625,1080,BiAA,soft,2,0
55,2661.205078125,1100,BiAA,soft,2,0
56,2661.1884765625,1120,BiAA,soft,2,0
57,2661.1728515625,1140,BiAA,soft,2,0
58,2661.158447265625,1160,BiAA,soft,2,0
59,2661.14404296875,1180,BiAA,soft,2,0
60,2661.13037109375,1200,BiAA,soft,2,0
61,2661.1171875,1220,BiAA,soft,2,0
62,2661.10498046875,1240,BiAA,soft,2,0
63,2661.09765625,1260,BiAA,soft,2,0
64,2661.08203125,1280,BiAA,soft,2,0
65,2661.070556640625,1300,BiAA,soft,2,0
66,2661.06005859375,1320,BiAA,soft,2,0
67,2661.0498046875,1340,BiAA,soft,2,0
68,2661.040771484375,1360,BiAA,soft,2,0
69,2661.03076171875,1380,BiAA,soft,2,0
70,2661.021728515625,1400,BiAA,soft,2,0
71,2661.0126953125,1420,BiAA,soft,2,0
72,2661.00439453125,1440,BiAA,soft,2,0
73,2660.996337890625,1460,BiAA,soft,2,0
74,2660.9892578125,1480,BiAA,soft,2,0
75,2660.98095703125,1500,BiAA,soft,2,0
76,2660.9736328125,1520,BiAA,soft,2,0
77,2660.96728515625,1540,BiAA,soft,2,0
78,2660.9599609375,1560,BiAA,soft,2,0
79,2660.953125,1580,BiAA,soft,2,0
80,2660.94677734375,1600,BiAA,soft,2,0
81,2660.94091796875,1620,BiAA,soft,2,0
82,2660.9345703125,1640,BiAA,soft,2,0
83,2660.930419921875,1660,BiAA,soft,2,0
84,2660.92333984375,1680,BiAA,soft,2,0
85,2660.91796875,1700,BiAA,soft,2,0
86,2660.91259765625,1720,BiAA,soft,2,0
87,2660.9072265625,1740,BiAA,soft,2,0
88,2660.90234375,1760,BiAA,soft,2,0
89,2660.8994140625,1780,BiAA,soft,2,0
90,2660.893310546875,1800,BiAA,soft,2,0
91,2660.88818359375,1820,BiAA,soft,2,0
92,2660.8837890625,1840,BiAA,soft,2,0
93,2660.87939453125,1860,BiAA,soft,2,0
94,2660.875244140625,1880,BiAA,soft,2,0
95,2660.871337890625,1900,BiAA,soft,2,0
96,2660.870361328125,1920,BiAA,soft,2,0
97,2660.86376953125,1940,BiAA,soft,2,0
98,2660.859619140625,1960,BiAA,soft,2,0
99,2660.856201171875,1980,BiAA,soft,2,0
100,2660.853759765625,2000,BiAA,soft,2,0
101,2660.84912109375,2020,BiAA,soft,2,0
102,2660.845703125,2040,BiAA,soft,2,0
103,2660.842529296875,2060,BiAA,soft,2,0
104,2660.839111328125,2080,BiAA,soft,2,0
105,2660.836181640625,2100,BiAA,soft,2,0
106,2660.8330078125,2120,BiAA,soft,2,0
107,2660.830078125,2140,BiAA,soft,2,0
108,2660.82763671875,2160,BiAA,soft,2,0
109,2660.826171875,2180,BiAA,soft,2,0
110,2660.821533203125,2200,BiAA,soft,2,0
111,2660.81884765625,2220,BiAA,soft,2,0
112,2660.81640625,2240,BiAA,soft,2,0
113,2660.813720703125,2260,BiAA,soft,2,0
114,2660.81103515625,2280,BiAA,soft,2,0
115,2660.8125,2300,BiAA,soft,2,0
116,2660.80810546875,2320,BiAA,soft,2,0
117,2660.80419921875,2340,BiAA,soft,2,0
118,2660.8017578125,2360,BiAA,soft,2,0
119,2660.79931640625,2380,BiAA,soft,2,0
120,2660.797119140625,2400,BiAA,soft,2,0
121,2660.794921875,2420,BiAA,soft,2,0
122,2660.79296875,2440,BiAA,soft,2,0
123,2660.790771484375,2460,BiAA,soft,2,0
124,2660.7890625,2480,BiAA,soft,2,0
125,2660.7880859375,2500,BiAA,soft,2,0
126,2660.78515625,2520,BiAA,soft,2,0
127,2660.783203125,2540,BiAA,soft,2,0
128,2660.78125,2560,BiAA,soft,2,0
129,2660.779541015625,2580,BiAA,soft,2,0
130,2660.777587890625,2600,BiAA,soft,2,0
131,2660.77587890625,2620,BiAA,soft,2,0
132,2660.7744140625,2640,BiAA,soft,2,0
133,2660.7724609375,2660,BiAA,soft,2,0
134,2660.77099609375,2680,BiAA,soft,2,0
135,2660.7841796875,2700,BiAA,soft,2,0
136,2660.76953125,2720,BiAA,soft,2,0
137,2660.7666015625,2740,BiAA,soft,2,0
138,2660.7646484375,2760,BiAA,soft,2,0
139,2660.763427734375,2780,BiAA,soft,2,0
140,2660.761962890625,2800,BiAA,soft,2,0
141,2660.7607421875,2820,BiAA,soft,2,0
142,2660.75927734375,2840,BiAA,soft,2,0
143,2660.7578125,2860,BiAA,soft,2,0
144,2660.75634765625,2880,BiAA,soft,2,0
145,2660.755859375,2900,BiAA,soft,2,0
146,2660.754150390625,2920,BiAA,soft,2,0
147,2660.752685546875,2940,BiAA,soft,2,0
148,2660.75146484375,2960,BiAA,soft,2,0
149,2660.75,2980,BiAA,soft,2,0
150,2660.748779296875,3000,BiAA,soft,2,0
151,2660.74755859375,3020,BiAA,soft,2,0
152,2660.74658203125,3040,BiAA,soft,2,0
153,2660.74560546875,3060,BiAA,soft,2,0
154,2660.745849609375,3080,BiAA,soft,2,0
155,2660.74609375,3100,BiAA,soft,2,0
156,2660.74267578125,3120,BiAA,soft,2,0
157,2660.7412109375,3140,BiAA,soft,2,0
158,2660.740234375,3160,BiAA,soft,2,0
159,2660.739013671875,3180,BiAA,soft,2,0
160,2660.738037109375,3200,BiAA,soft,2,0
161,2660.73681640625,3220,BiAA,soft,2,0
162,2660.736083984375,3240,BiAA,soft,2,0
163,2660.735107421875,3260,BiAA,soft,2,0
164,2660.734375,3280,BiAA,soft,2,0
165,2660.73388671875,3300,BiAA,soft,2,0
166,2660.732421875,3320,BiAA,soft,2,0
167,2660.7314453125,3340,BiAA,soft,2,0
168,2660.73046875,3360,BiAA,soft,2,0
169,2660.72998046875,3380,BiAA,soft,2,0
170,2660.72900390625,3400,BiAA,soft,2,0
171,2660.72802734375,3420,BiAA,soft,2,0
172,2660.727294921875,3440,BiAA,soft,2,0
173,2660.7265625,3460,BiAA,soft,2,0
174,2660.744140625,3480,BiAA,soft,2,0
175,2660.726806640625,3500,BiAA,soft,2,0
176,2660.72412109375,3520,BiAA,soft,2,0
177,2660.723388671875,3540,BiAA,soft,2,0
178,2660.72265625,3560,BiAA,soft,2,0
179,2660.721923828125,3580,BiAA,soft,2,0
180,2660.72119140625,3600,BiAA,soft,2,0
181,2660.720703125,3620,BiAA,soft,2,0
182,2660.7197265625,3640,BiAA,soft,2,0
183,2660.718994140625,3660,BiAA,soft,2,0
184,2660.718505859375,3680,BiAA,soft,2,0
185,2660.720703125,3700,BiAA,soft,2,0
186,2660.71826171875,3720,BiAA,soft,2,0
187,2660.71630859375,3740,BiAA,soft,2,0
188,2660.7158203125,3760,BiAA,soft,2,0
189,2660.71533203125,3780,BiAA,soft,2,0
190,2660.71435546875,3800,BiAA,soft,2,0
191,2660.7138671875,3820,BiAA,soft,2,0
192,2660.71337890625,3840,BiAA,soft,2,0
193,2660.712890625,3860,BiAA,soft,2,0
194,2660.712158203125,3880,BiAA,soft,2,0
195,2660.711669921875,3900,BiAA,soft,2,0
196,2660.7109375,3920,BiAA,soft,2,0
197,2660.71044921875,3940,BiAA,soft,2,0
198,2660.7138671875,3960,BiAA,soft,2,0
199,2660.70947265625,3980,BiAA,soft,2,0
200,2660.708984375,0,SBM,soft,2,0
201,2660.7099609375,20,SBM,soft,2,0
202,2660.6767578125,40,SBM,soft,2,0
203,2660.672607421875,60,SBM,soft,2,0
204,2660.670654296875,80,SBM,soft,2,0
205,2660.66943359375,100,SBM,soft,2,0
206,2660.6689453125,120,SBM,soft,2,0
207,2660.66845703125,140,SBM,soft,2,0
208,2660.66845703125,160,SBM,soft,2,0
209,2660.668212890625,180,SBM,soft,2,0
210,2660.667724609375,200,SBM,soft,2,0
211,2660.667724609375,220,SBM,soft,2,0
212,2660.66748046875,240,SBM,soft,2,0
213,2660.66748046875,260,SBM,soft,2,0
214,2660.66748046875,280,SBM,soft,2,0
215,2660.667236328125,300,SBM,soft,2,0
216,2660.6669921875,320,SBM,soft,2,0
217,2660.6669921875,340,SBM,soft,2,0
218,2660.6669921875,360,SBM,soft,2,0
219,2660.6669921875,380,SBM,soft,2,0
220,2660.6669921875,400,SBM,soft,2,0
221,2660.6669921875,420,SBM,soft,2,0
222,2660.6669921875,440,SBM,soft,2,0
223,2660.6669921875,460,SBM,soft,2,0
224,2660.6669921875,480,SBM,soft,2,0
225,2660.6669921875,500,SBM,soft,2,0
226,2660.6669921875,520,SBM,soft,2,0
227,2660.66650390625,540,SBM,soft,2,0
228,2660.6669921875,560,SBM,soft,2,0
229,2660.666748046875,580,SBM,soft,2,0
230,2660.666748046875,600,SBM,soft,2,0
231,2660.666748046875,620,SBM,soft,2,0
232,2660.666748046875,640,SBM,soft,2,0
233,2660.666748046875,660,SBM,soft,2,0
234,2660.666748046875,680,SBM,soft,2,0
235,2660.66650390625,700,SBM,soft,2,0
236,2660.66650390625,720,SBM,soft,2,0
237,2660.66650390625,740,SBM,soft,2,0
238,2660.66650390625,760,SBM,soft,2,0
239,2660.66650390625,780,SBM,soft,2,0
240,2660.666748046875,800,SBM,soft,2,0
241,2660.66650390625,820,SBM,soft,2,0
242,2660.666748046875,840,SBM,soft,2,0
243,2660.66650390625,860,SBM,soft,2,0
244,2660.66650390625,880,SBM,soft,2,0
245,2660.66650390625,900,SBM,soft,2,0
246,2660.66650390625,920,SBM,soft,2,0
247,2660.66650390625,940,SBM,soft,2,0
248,2660.66650390625,960,SBM,soft,2,0
249,2660.66650390625,980,SBM,soft,2,0
250,2660.66650390625,1000,SBM,soft,2,0
251,2660.66650390625,1020,SBM,soft,2,0
252,2660.66650390625,1040,SBM,soft,2,0
253,2660.66650390625,1060,SBM,soft,2,0
254,2660.66650390625,1080,SBM,soft,2,0
255,2660.66650390625,1100,SBM,soft,2,0
256,2660.66650390625,1120,SBM,soft,2,0
257,2660.66650390625,1140,SBM,soft,2,0
258,2660.66650390625,1160,SBM,soft,2,0
259,2660.66650390625,1180,SBM,soft,2,0
260,2660.66650390625,1200,SBM,soft,2,0
261,2660.66650390625,1220,SBM,soft,2,0
262,2660.66650390625,1240,SBM,soft,2,0
263,2660.66650390625,1260,SBM,soft,2,0
264,2660.66650390625,1280,SBM,soft,2,0
265,2660.66650390625,1300,SBM,soft,2,0
266,2660.66650390625,1320,SBM,soft,2,0
267,2660.66650390625,1340,SBM,soft,2,0
268,2660.66650390625,1360,SBM,soft,2,0
269,2660.66650390625,1380,SBM,soft,2,0
270,2660.66650390625,1400,SBM,soft,2,0
271,2660.66650390625,1420,SBM,soft,2,0
272,2660.66650390625,1440,SBM,soft,2,0
273,2660.66650390625,1460,SBM,soft,2,0
274,2660.66650390625,1480,SBM,soft,2,0
275,2660.66650390625,1500,SBM,soft,2,0
276,2660.66650390625,1520,SBM,soft,2,0
277,2660.666748046875,1540,SBM,soft,2,0
278,2660.66650390625,1560,SBM,soft,2,0
279,2660.66650390625,1580,SBM,soft,2,0
280,2660.66650390625,1600,SBM,soft,2,0
281,2660.66650390625,1620,SBM,soft,2,0
282,2660.66650390625,1640,SBM,soft,2,0
283,2660.66650390625,1660,SBM,soft,2,0
284,2660.66650390625,1680,SBM,soft,2,0
285,2660.66650390625,1700,SBM,soft,2,0
286,2660.66650390625,1720,SBM,soft,2,0
287,2660.66650390625,1740,SBM,soft,2,0
288,2660.66650390625,1760,SBM,soft,2,0
289,2660.66650390625,1780,SBM,soft,2,0
290,2660.66650390625,1800,SBM,soft,2,0
291,2660.66650390625,1820,SBM,soft,2,0
292,2660.66650390625,1840,SBM,soft,2,0
293,2660.66650390625,1860,SBM,soft,2,0
294,2660.66650390625,1880,SBM,soft,2,0
295,2660.66650390625,1900,SBM,soft,2,0
296,2660.66650390625,1920,SBM,soft,2,0
297,2660.66650390625,1940,SBM,soft,2,0
298,2660.66796875,1960,SBM,soft,2,0
299,2660.666748046875,1980,SBM,soft,2,0
300,2660.66650390625,2000,SBM,soft,2,0
301,2660.66650390625,2020,SBM,soft,2,0
302,2660.666748046875,2040,SBM,soft,2,0
303,2660.6669921875,2060,SBM,soft,2,0
304,2660.6669921875,2080,SBM,soft,2,0
305,2660.66650390625,2100,SBM,soft,2,0
306,2660.66650390625,2120,SBM,soft,2,0
307,2660.66650390625,2140,SBM,soft,2,0
308,2660.66650390625,2160,SBM,soft,2,0
309,2660.66650390625,2180,SBM,soft,2,0
310,2660.66650390625,2200,SBM,soft,2,0
311,2660.666748046875,2220,SBM,soft,2,0
312,2660.66650390625,2240,SBM,soft,2,0
313,2660.66650390625,2260,SBM,soft,2,0
314,2660.66650390625,2280,SBM,soft,2,0
315,2660.66650390625,2300,SBM,soft,2,0
316,2660.66650390625,2320,SBM,soft,2,0
317,2660.66650390625,2340,SBM,soft,2,0
318,2660.66650390625,2360,SBM,soft,2,0
319,2660.67041015625,2380,SBM,soft,2,0
320,2660.66650390625,2400,SBM,soft,2,0
321,2660.66650390625,2420,SBM,soft,2,0
322,2660.66650390625,2440,SBM,soft,2,0
323,2660.66650390625,2460,SBM,soft,2,0
324,2660.66650390625,2480,SBM,soft,2,0
325,2660.66650390625,2500,SBM,soft,2,0
326,2660.66650390625,2520,SBM,soft,2,0
327,2660.66650390625,2540,SBM,soft,2,0
328,2660.66650390625,2560,SBM,soft,2,0
329,2660.66650390625,2580,SBM,soft,2,0
330,2660.66650390625,2600,SBM,soft,2,0
331,2660.677001953125,2620,SBM,soft,2,0
332,2660.667236328125,2640,SBM,soft,2,0
333,2660.666748046875,2660,SBM,soft,2,0
334,2660.666748046875,2680,SBM,soft,2,0
335,2660.66650390625,2700,SBM,soft,2,0
336,2660.66650390625,2720,SBM,soft,2,0
337,2660.66650390625,2740,SBM,soft,2,0
338,2660.66650390625,2760,SBM,soft,2,0
339,2660.66650390625,2780,SBM,soft,2,0
340,2660.66650390625,2800,SBM,soft,2,0
341,2660.66650390625,2820,SBM,soft,2,0
342,2660.66650390625,2840,SBM,soft,2,0
343,2660.66650390625,2860,SBM,soft,2,0
344,2660.669921875,2880,SBM,soft,2,0
345,2660.66650390625,2900,SBM,soft,2,0
346,2660.666748046875,2920,SBM,soft,2,0
347,2660.66650390625,2940,SBM,soft,2,0
348,2660.66650390625,2960,SBM,soft,2,0
349,2660.66650390625,2980,SBM,soft,2,0
350,2660.66650390625,3000,SBM,soft,2,0
351,2660.66650390625,3020,SBM,soft,2,0
352,2660.66650390625,3040,SBM,soft,2,0
353,2660.66650390625,3060,SBM,soft,2,0
354,2660.66650390625,3080,SBM,soft,2,0
355,2660.66650390625,3100,SBM,soft,2,0
356,2660.6669921875,3120,SBM,soft,2,0
357,2660.667236328125,3140,SBM,soft,2,0
358,2660.66650390625,3160,SBM,soft,2,0
359,2660.666748046875,3180,SBM,soft,2,0
360,2660.66650390625,3200,SBM,soft,2,0
361,2660.66650390625,3220,SBM,soft,2,0
362,2660.66650390625,3240,SBM,soft,2,0
363,2660.66650390625,3260,SBM,soft,2,0
364,2660.66650390625,3280,SBM,soft,2,0
365,2660.666748046875,3300,SBM,soft,2,0
366,2660.66650390625,3320,SBM,soft,2,0
367,2660.66650390625,3340,SBM,soft,2,0
368,2660.66650390625,3360,SBM,soft,2,0
369,2660.67919921875,3380,SBM,soft,2,0
370,2660.66650390625,3400,SBM,soft,2,0
371,2660.66650390625,3420,SBM,soft,2,0
372,2660.66650390625,3440,SBM,soft,2,0
373,2660.66650390625,3460,SBM,soft,2,0
374,2660.66650390625,3480,SBM,soft,2,0
375,2660.66650390625,3500,SBM,soft,2,0
376,2660.66650390625,3520,SBM,soft,2,0
377,2660.66650390625,3540,SBM,soft,2,0
378,2660.66650390625,3560,SBM,soft,2,0
379,2660.66650390625,3580,SBM,soft,2,0
380,2660.66650390625,3600,SBM,soft,2,0
381,2660.66650390625,3620,SBM,soft,2,0
382,2660.66650390625,3640,SBM,soft,2,0
383,2660.66650390625,3660,SBM,soft,2,0
384,2660.66650390625,3680,SBM,soft,2,0
385,2660.675537109375,3700,SBM,soft,2,0
386,2660.6669921875,3720,SBM,soft,2,0
387,2660.66650390625,3740,SBM,soft,2,0
388,2660.66650390625,3760,SBM,soft,2,0
389,2660.66650390625,3780,SBM,soft,2,0
390,2660.66650390625,3800,SBM,soft,2,0
391,2660.66650390625,3820,SBM,soft,2,0
392,2660.66650390625,3840,SBM,soft,2,0
393,2660.66650390625,3860,SBM,soft,2,0
394,2660.66650390625,3880,SBM,soft,2,0
395,2660.66650390625,3900,SBM,soft,2,0
396,2660.66650390625,3920,SBM,soft,2,0
397,2660.66650390625,3940,SBM,soft,2,0
398,2660.66650390625,3960,SBM,soft,2,0
399,2660.66650390625,3980,SBM,soft,2,0
400,3384.881591796875,0,DBiAA,soft,2,0
401,3174.1806640625,20,DBiAA,soft,2,0
402,3061.46142578125,40,DBiAA,soft,2,0
403,2988.73681640625,60,DBiAA,soft,2,0
404,2927.898681640625,80,DBiAA,soft,2,0
405,2826.468505859375,100,DBiAA,soft,2,0
406,2717.7158203125,120,DBiAA,soft,2,0
407,2639.9287109375,140,DBiAA,soft,2,0
408,2592.47412109375,160,DBiAA,soft,2,0
409,2572.539306640625,180,DBiAA,soft,2,0
410,2562.319580078125,200,DBiAA,soft,2,0
411,2553.2509765625,220,DBiAA,soft,2,0
412,2548.6728515625,240,DBiAA,soft,2,0
413,2546.306396484375,260,DBiAA,soft,2,0
414,2544.92919921875,280,DBiAA,soft,2,0
415,2543.9248046875,300,DBiAA,soft,2,0
416,2543.1884765625,320,DBiAA,soft,2,0
417,2542.61279296875,340,DBiAA,soft,2,0
418,2542.15087890625,360,DBiAA,soft,2,0
419,2541.7744140625,380,DBiAA,soft,2,0
420,2541.4658203125,400,DBiAA,soft,2,0
421,2541.21337890625,420,DBiAA,soft,2,0
422,2541.00390625,440,DBiAA,soft,2,0
423,2540.82763671875,460,DBiAA,soft,2,0
424,2540.67626953125,480,DBiAA,soft,2,0
425,2540.54443359375,500,DBiAA,soft,2,0
426,2540.426025390625,520,DBiAA,soft,2,0
427,2540.30078125,540,DBiAA,soft,2,0
428,2539.940673828125,560,DBiAA,soft,2,0
429,2539.577392578125,580,DBiAA,soft,2,0
430,2539.4599609375,600,DBiAA,soft,2,0
431,2539.386474609375,620,DBiAA,soft,2,0
432,2539.326171875,640,DBiAA,soft,2,0
433,2539.2734375,660,DBiAA,soft,2,0
434,2539.22607421875,680,DBiAA,soft,2,0
435,2539.1826171875,700,DBiAA,soft,2,0
436,2539.142822265625,720,DBiAA,soft,2,0
437,2539.10546875,740,DBiAA,soft,2,0
438,2539.07080078125,760,DBiAA,soft,2,0
439,2539.037109375,780,DBiAA,soft,2,0
440,2539.004638671875,800,DBiAA,soft,2,0
441,2538.97216796875,820,DBiAA,soft,2,0
442,2538.937744140625,840,DBiAA,soft,2,0
443,2538.89892578125,860,DBiAA,soft,2,0
444,2538.849609375,880,DBiAA,soft,2,0
445,2538.77734375,900,DBiAA,soft,2,0
446,2538.6611328125,920,DBiAA,soft,2,0
447,2538.49755859375,940,DBiAA,soft,2,0
448,2538.364501953125,960,DBiAA,soft,2,0
449,2538.269287109375,980,DBiAA,soft,2,0
450,2538.1767578125,1000,DBiAA,soft,2,0
451,2538.05810546875,1020,DBiAA,soft,2,0
452,2537.75390625,1040,DBiAA,soft,2,0
453,2537.386962890625,1060,DBiAA,soft,2,0
454,2537.2177734375,1080,DBiAA,soft,2,0
455,2537.10009765625,1100,DBiAA,soft,2,0
456,2537.00439453125,1120,DBiAA,soft,2,0
457,2536.92626953125,1140,DBiAA,soft,2,0
458,2536.864013671875,1160,DBiAA,soft,2,0
459,2536.81591796875,1180,DBiAA,soft,2,0
460,2536.7783203125,1200,DBiAA,soft,2,0
461,2536.7490234375,1220,DBiAA,soft,2,0
462,2536.7255859375,1240,DBiAA,soft,2,0
463,2536.705810546875,1260,DBiAA,soft,2,0
464,2536.6884765625,1280,DBiAA,soft,2,0
465,2536.67333984375,1300,DBiAA,soft,2,0
466,2536.6591796875,1320,DBiAA,soft,2,0
467,2536.64501953125,1340,DBiAA,soft,2,0
468,2536.629150390625,1360,DBiAA,soft,2,0
469,2536.6064453125,1380,DBiAA,soft,2,0
470,2536.59130859375,1400,DBiAA,soft,2,0
471,2536.5810546875,1420,DBiAA,soft,2,0
472,2536.5712890625,1440,DBiAA,soft,2,0
473,2536.562255859375,1460,DBiAA,soft,2,0
474,2536.553466796875,1480,DBiAA,soft,2,0
475,2536.54541015625,1500,DBiAA,soft,2,0
476,2536.53759765625,1520,DBiAA,soft,2,0
477,2536.53076171875,1540,DBiAA,soft,2,0
478,2536.523681640625,1560,DBiAA,soft,2,0
479,2536.51708984375,1580,DBiAA,soft,2,0
480,2536.5107421875,1600,DBiAA,soft,2,0
481,2536.5048828125,1620,DBiAA,soft,2,0
482,2536.4990234375,1640,DBiAA,soft,2,0
483,2536.4931640625,1660,DBiAA,soft,2,0
484,2536.4873046875,1680,DBiAA,soft,2,0
485,2536.481689453125,1700,DBiAA,soft,2,0
486,2536.47607421875,1720,DBiAA,soft,2,0
487,2536.470458984375,1740,DBiAA,soft,2,0
488,2536.46484375,1760,DBiAA,soft,2,0
489,2536.45947265625,1780,DBiAA,soft,2,0
490,2536.45361328125,1800,DBiAA,soft,2,0
491,2536.447998046875,1820,DBiAA,soft,2,0
492,2536.4423828125,1840,DBiAA,soft,2,0
493,2536.436767578125,1860,DBiAA,soft,2,0
494,2536.43115234375,1880,DBiAA,soft,2,0
495,2536.42578125,1900,DBiAA,soft,2,0
496,2536.420654296875,1920,DBiAA,soft,2,0
497,2536.41552734375,1940,DBiAA,soft,2,0
498,2536.41064453125,1960,DBiAA,soft,2,0
499,2536.40576171875,1980,DBiAA,soft,2,0
500,2536.401123046875,2000,DBiAA,soft,2,0
501,2536.39697265625,2020,DBiAA,soft,2,0
502,2536.392822265625,2040,DBiAA,soft,2,0
503,2536.388916015625,2060,DBiAA,soft,2,0
504,2536.385009765625,2080,DBiAA,soft,2,0
505,2536.3818359375,2100,DBiAA,soft,2,0
506,2536.37841796875,2120,DBiAA,soft,2,0
507,2536.375,2140,DBiAA,soft,2,0
508,2536.372314453125,2160,DBiAA,soft,2,0
509,2536.36962890625,2180,DBiAA,soft,2,0
510,2536.366943359375,2200,DBiAA,soft,2,0
511,2536.364501953125,2220,DBiAA,soft,2,0
512,2536.362060546875,2240,DBiAA,soft,2,0
513,2536.35986328125,2260,DBiAA,soft,2,0
514,2536.357666015625,2280,DBiAA,soft,2,0
515,2536.35546875,2300,DBiAA,soft,2,0
516,2536.353515625,2320,DBiAA,soft,2,0
517,2536.351806640625,2340,DBiAA,soft,2,0
518,2536.35009765625,2360,DBiAA,soft,2,0
519,2536.34814453125,2380,DBiAA,soft,2,0
520,2536.346435546875,2400,DBiAA,soft,2,0
521,2536.3447265625,2420,DBiAA,soft,2,0
522,2536.34326171875,2440,DBiAA,soft,2,0
523,2536.341552734375,2460,DBiAA,soft,2,0
524,2536.33984375,2480,DBiAA,soft,2,0
525,2536.33837890625,2500,DBiAA,soft,2,0
526,2536.33642578125,2520,DBiAA,soft,2,0
527,2536.333984375,2540,DBiAA,soft,2,0
528,2536.330810546875,2560,DBiAA,soft,2,0
529,2536.322998046875,2580,DBiAA,soft,2,0
530,2536.272705078125,2600,DBiAA,soft,2,0
531,2536.06103515625,2620,DBiAA,soft,2,0
532,2536.008056640625,2640,DBiAA,soft,2,0
533,2535.9970703125,2660,DBiAA,soft,2,0
534,2535.992431640625,2680,DBiAA,soft,2,0
535,2535.9892578125,2700,DBiAA,soft,2,0
536,2535.98681640625,2720,DBiAA,soft,2,0
537,2535.985107421875,2740,DBiAA,soft,2,0
538,2535.9833984375,2760,DBiAA,soft,2,0
539,2535.98193359375,2780,DBiAA,soft,2,0
540,2535.98046875,2800,DBiAA,soft,2,0
541,2535.979248046875,2820,DBiAA,soft,2,0
542,2535.97802734375,2840,DBiAA,soft,2,0
543,2535.97705078125,2860,DBiAA,soft,2,0
544,2535.97607421875,2880,DBiAA,soft,2,0
545,2535.974853515625,2900,DBiAA,soft,2,0
546,2535.97412109375,2920,DBiAA,soft,2,0
547,2535.972900390625,2940,DBiAA,soft,2,0
548,2535.97216796875,2960,DBiAA,soft,2,0
549,2535.971435546875,2980,DBiAA,soft,2,0
550,2535.970458984375,3000,DBiAA,soft,2,0
551,2535.9697265625,3020,DBiAA,soft,2,0
552,2535.968994140625,3040,DBiAA,soft,2,0
553,2535.96826171875,3060,DBiAA,soft,2,0
554,2535.967529296875,3080,DBiAA,soft,2,0
555,2535.966796875,3100,DBiAA,soft,2,0
556,2535.966064453125,3120,DBiAA,soft,2,0
557,2535.96533203125,3140,DBiAA,soft,2,0
558,2535.96484375,3160,DBiAA,soft,2,0
559,2535.9638671875,3180,DBiAA,soft,2,0
560,2535.96337890625,3200,DBiAA,soft,2,0
561,2535.962890625,3220,DBiAA,soft,2,0
562,2535.962158203125,3240,DBiAA,soft,2,0
563,2535.961669921875,3260,DBiAA,soft,2,0
564,2535.9609375,3280,DBiAA,soft,2,0
565,2535.96044921875,3300,DBiAA,soft,2,0
566,2535.9599609375,3320,DBiAA,soft,2,0
567,2535.95947265625,3340,DBiAA,soft,2,0
