,loss,step,model,iteration,degree_correction
353,15335.31640625,3060,NSBM,0,False
354,15335.3134765625,3080,NSBM,0,False
355,15335.3115234375,3100,NSBM,0,False
356,15335.310546875,3120,NSBM,0,False
357,15335.30859375,3140,NSBM,0,False
358,15335.306640625,3160,NSBM,0,False
359,15335.3046875,3180,NSBM,0,False
360,15335.302734375,3200,NSBM,0,False
361,15335.3017578125,3220,NSBM,0,False
362,15335.302734375,3240,NSBM,0,False
363,15335.298828125,3260,NSBM,0,False
364,15335.296875,3280,NSBM,0,False
365,15335.2958984375,3300,NSBM,0,False
366,15335.2939453125,3320,NSBM,0,False
367,15335.294921875,3340,NSBM,0,False
368,15335.2919921875,3360,NSBM,0,False
369,15335.2900390625,3380,NSBM,0,False
370,15335.2890625,3400,NSBM,0,False
371,15335.2880859375,3420,NSBM,0,False
372,15335.2861328125,3440,NSBM,0,False
373,15335.28515625,3460,NSBM,0,False
374,15335.283203125,3480,NSBM,0,False
375,15335.28125,3500,NSBM,0,False
376,15335.28125,3520,NSBM,0,False
377,15335.28125,3540,NSBM,0,False
378,15335.279296875,3560,NSBM,0,False
379,15335.2783203125,3580,NSBM,0,False
380,15335.27734375,3600,NSBM,0,False
381,15335.275390625,3620,NSBM,0,False
382,15335.2744140625,3640,NSBM,0,False
383,15335.2744140625,3660,NSBM,0,False
384,15335.2724609375,3680,NSBM,0,False
385,15335.271484375,3700,NSBM,0,False
386,15335.26953125,3720,NSBM,0,False
387,15335.2685546875,3740,NSBM,0,False
388,15335.26953125,3760,NSBM,0,False
389,15335.267578125,3780,NSBM,0,False
390,15335.265625,3800,NSBM,0,False
391,15335.265625,3820,NSBM,0,False
392,15335.263671875,3840,NSBM,0,False
393,15335.263671875,3860,NSBM,0,False
394,15335.265625,3880,NSBM,0,False
395,15335.26171875,3900,NSBM,0,False
396,15335.259765625,3920,NSBM,0,False
397,15335.259765625,3940,NSBM,0,False
398,15335.26171875,3960,NSBM,0,False
399,15335.2578125,3980,NSBM,0,False
400,47245.80859375,0,NAA,0,True
401,43007.765625,20,NAA,0,True
402,39139.8828125,40,NAA,0,True
403,36300.50390625,60,NAA,0,True
404,33777.4765625,80,NAA,0,True
405,30467.662109375,100,NAA,0,True
406,25670.84765625,120,NAA,0,True
407,22763.064453125,140,NAA,0,True
408,21254.126953125,160,NAA,0,True
409,20257.986328125,180,NAA,0,True
410,19427.9921875,200,NAA,0,True
411,18929.080078125,220,NAA,0,True
412,18506.666015625,240,NAA,0,True
413,18141.51953125,260,NAA,0,True
414,17903.853515625,280,NAA,0,True
415,17711.705078125,300,NAA,0,True
416,17529.04296875,320,NAA,0,True
417,17376.4765625,340,NAA,0,True
418,17230.849609375,360,NAA,0,True
419,17096.708984375,380,NAA,0,True
420,17034.90625,400,NAA,0,True
421,16971.265625,420,NAA,0,True
422,16832.3046875,440,NAA,0,True
423,16574.7265625,460,NAA,0,True
424,16493.462890625,480,NAA,0,True
425,16450.087890625,500,NAA,0,True
426,16411.21875,520,NAA,0,True
427,16367.5283203125,540,NAA,0,True
428,16305.162109375,560,NAA,0,True
429,16276.34765625,580,NAA,0,True
430,16261.998046875,600,NAA,0,True
431,16249.171875,620,NAA,0,True
432,16231.611328125,640,NAA,0,True
433,16213.8818359375,660,NAA,0,True
434,16157.2119140625,680,NAA,0,True
435,16121.90234375,700,NAA,0,True
436,16083.916015625,720,NAA,0,True
437,16064.185546875,740,NAA,0,True
438,16056.986328125,760,NAA,0,True
439,16051.4345703125,780,NAA,0,True
440,16046.7646484375,800,NAA,0,True
441,16042.46875,820,NAA,0,True
442,16038.32421875,840,NAA,0,True
443,16034.2041015625,860,NAA,0,True
444,16030.318359375,880,NAA,0,True
445,16027.126953125,900,NAA,0,True
446,16024.4228515625,920,NAA,0,True
447,16021.9453125,940,NAA,0,True
448,16019.6376953125,960,NAA,0,True
449,16017.4765625,980,NAA,0,True
450,16015.4423828125,1000,NAA,0,True
451,16013.5244140625,1020,NAA,0,True
452,16011.708984375,1040,NAA,0,True
453,16009.9873046875,1060,NAA,0,True
454,16008.3505859375,1080,NAA,0,True
455,16006.7900390625,1100,NAA,0,True
456,16005.2958984375,1120,NAA,0,True
457,16003.861328125,1140,NAA,0,True
458,16002.474609375,1160,NAA,0,True
459,16001.1162109375,1180,NAA,0,True
460,15999.748046875,1200,NAA,0,True
461,15998.224609375,1220,NAA,0,True
462,15995.427734375,1240,NAA,0,True
463,15991.8759765625,1260,NAA,0,True
464,15987.92578125,1280,NAA,0,True
465,15981.3916015625,1300,NAA,0,True
466,15979.6357421875,1320,NAA,0,True
467,15978.423828125,1340,NAA,0,True
468,15977.2568359375,1360,NAA,0,True
469,15976.1904296875,1380,NAA,0,True
470,15975.2109375,1400,NAA,0,True
471,15974.140625,1420,NAA,0,True
472,15972.349609375,1440,NAA,0,True
473,15970.798828125,1460,NAA,0,True
474,15967.25,1480,NAA,0,True
475,15965.431640625,1500,NAA,0,True
476,15962.2294921875,1520,NAA,0,True
477,15960.4453125,1540,NAA,0,True
478,15959.5703125,1560,NAA,0,True
479,15958.779296875,1580,NAA,0,True
480,15958.00390625,1600,NAA,0,True
481,15957.248046875,1620,NAA,0,True
482,15956.52734375,1640,NAA,0,True
483,15955.8564453125,1660,NAA,0,True
484,15955.2265625,1680,NAA,0,True
485,15954.642578125,1700,NAA,0,True
486,15954.0908203125,1720,NAA,0,True
487,15953.5634765625,1740,NAA,0,True
488,15953.048828125,1760,NAA,0,True
489,15952.5380859375,1780,NAA,0,True
490,15951.9970703125,1800,NAA,0,True
491,15951.205078125,1820,NAA,0,True
492,15948.8935546875,1840,NAA,0,True
493,15948.3515625,1860,NAA,0,True
494,15947.9169921875,1880,NAA,0,True
495,15947.517578125,1900,NAA,0,True
496,15947.1298828125,1920,NAA,0,True
497,15946.7529296875,1940,NAA,0,True
498,15946.3876953125,1960,NAA,0,True
499,15946.03125,1980,NAA,0,True
500,15945.685546875,2000,NAA,0,True
501,15945.3486328125,2020,NAA,0,True
502,15945.021484375,2040,NAA,0,True
503,15944.69921875,2060,NAA,0,True
504,15944.3818359375,2080,NAA,0,True
505,15944.046875,2100,NAA,0,True
506,15943.0966796875,2120,NAA,0,True
507,15940.3310546875,2140,NAA,0,True
508,15939.646484375,2160,NAA,0,True
509,15939.30859375,2180,NAA,0,True
510,15939.021484375,2200,NAA,0,True
511,15938.74609375,2220,NAA,0,True
512,15938.478515625,2240,NAA,0,True
513,15938.2177734375,2260,NAA,0,True
514,15937.962890625,2280,NAA,0,True
515,15937.71484375,2300,NAA,0,True
516,15937.47265625,2320,NAA,0,True
517,15937.234375,2340,NAA,0,True
518,15937.001953125,2360,NAA,0,True
519,15936.7744140625,2380,NAA,0,True
520,15936.552734375,2400,NAA,0,True
521,15936.333984375,2420,NAA,0,True
522,15936.1181640625,2440,NAA,0,True
523,15935.90625,2460,NAA,0,True
524,15935.689453125,2480,NAA,0,True
525,15935.4208984375,2500,NAA,0,True
526,15934.373046875,2520,NAA,0,True
527,15934.078125,2540,NAA,0,True
528,15933.7880859375,2560,NAA,0,True
529,15933.1669921875,2580,NAA,0,True
530,15932.1875,2600,NAA,0,True
531,15931.541015625,2620,NAA,0,True
532,15931.314453125,2640,NAA,0,True
533,15931.13671875,2660,NAA,0,True
534,15930.962890625,2680,NAA,0,True
535,15930.794921875,2700,NAA,0,True
536,15930.62890625,2720,NAA,0,True
537,15930.4697265625,2740,NAA,0,True
538,15930.310546875,2760,NAA,0,True
539,15930.1552734375,2780,NAA,0,True
540,15930.00390625,2800,NAA,0,True
541,15929.85546875,2820,NAA,0,True
542,15929.708984375,2840,NAA,0,True
543,15929.564453125,2860,NAA,0,True
544,15929.4208984375,2880,NAA,0,True
545,15929.28125,2900,NAA,0,True
546,15929.1435546875,2920,NAA,0,True
547,15929.00390625,2940,NAA,0,True
548,15928.86328125,2960,NAA,0,True
549,15928.7177734375,2980,NAA,0,True
550,15928.5625,3000,NAA,0,True
551,15928.3828125,3020,NAA,0,True
552,15928.1796875,3040,NAA,0,True
553,15928.029296875,3060,NAA,0,True
554,15927.912109375,3080,NAA,0,True
555,15927.7978515625,3100,NAA,0,True
556,15927.6865234375,3120,NAA,0,True
557,15927.57421875,3140,NAA,0,True
558,15927.4638671875,3160,NAA,0,True
559,15927.3564453125,3180,NAA,0,True
560,15927.248046875,3200,NAA,0,True
561,15927.140625,3220,NAA,0,True
562,15927.03515625,3240,NAA,0,True
563,15926.927734375,3260,NAA,0,True
564,15926.818359375,3280,NAA,0,True
565,15926.705078125,3300,NAA,0,True
566,15926.583984375,3320,NAA,0,True
567,15926.4443359375,3340,NAA,0,True
568,15926.26953125,3360,NAA,0,True
569,15926.001953125,3380,NAA,0,True
570,15925.53125,3400,NAA,0,True
571,15925.0244140625,3420,NAA,0,True
572,15924.818359375,3440,NAA,0,True
573,15924.65625,3460,NAA,0,True
574,15924.41796875,3480,NAA,0,True
575,15924.283203125,3500,NAA,0,True
576,15924.1806640625,3520,NAA,0,True
577,15924.0859375,3540,NAA,0,True
578,15923.9970703125,3560,NAA,0,True
579,15923.9111328125,3580,NAA,0,True
580,15923.8271484375,3600,NAA,0,True
581,15923.74609375,3620,NAA,0,True
582,15923.6669921875,3640,NAA,0,True
583,15923.58984375,3660,NAA,0,True
584,15923.513671875,3680,NAA,0,True
585,15923.439453125,3700,NAA,0,True
586,15923.3671875,3720,NAA,0,True
587,15923.294921875,3740,NAA,0,True
588,15923.2236328125,3760,NAA,0,True
589,15923.15234375,3780,NAA,0,True
590,15923.0791015625,3800,NAA,0,True
591,15922.9970703125,3820,NAA,0,True
592,15922.828125,3840,NAA,0,True
593,15920.267578125,3860,NAA,0,True
594,15915.3857421875,3880,NAA,0,True
595,15914.271484375,3900,NAA,0,True
596,15913.9541015625,3920,NAA,0,True
597,15913.818359375,3940,NAA,0,True
598,15913.7080078125,3960,NAA,0,True
599,15913.611328125,3980,NAA,0,True
600,21636.12890625,0,NSBM,0,True
601,20242.171875,20,NSBM,0,True
602,19561.109375,40,NSBM,0,True
603,19051.61328125,60,NSBM,0,True
604,18541.822265625,80,NSBM,0,True
605,17993.810546875,100,NSBM,0,True
606,17429.029296875,120,NSBM,0,True
607,16872.109375,140,NSBM,0,True
608,16368.59765625,160,NSBM,0,True
609,16007.744140625,180,NSBM,0,True
610,15821.53515625,200,NSBM,0,True
611,15735.5556640625,220,NSBM,0,True
612,15690.2607421875,240,NSBM,0,True
613,15662.697265625,260,NSBM,0,True
614,15643.41015625,280,NSBM,0,True
615,15627.986328125,300,NSBM,0,True
616,15614.6982421875,320,NSBM,0,True
617,15604.1953125,340,NSBM,0,True
618,15595.9150390625,360,NSBM,0,True
619,15589.4033203125,380,NSBM,0,True
620,15584.70703125,400,NSBM,0,True
621,15579.98828125,420,NSBM,0,True
622,15573.8359375,440,NSBM,0,True
623,15571.1181640625,460,NSBM,0,True
624,15568.9580078125,480,NSBM,0,True
625,15567.22265625,500,NSBM,0,True
626,15565.48828125,520,NSBM,0,True
627,15564.2080078125,540,NSBM,0,True
628,15563.25,560,NSBM,0,True
629,15562.3876953125,580,NSBM,0,True
630,15561.451171875,600,NSBM,0,True
631,15560.625,620,NSBM,0,True
632,15559.890625,640,NSBM,0,True
633,15559.123046875,660,NSBM,0,True
634,15558.232421875,680,NSBM,0,True
635,15557.185546875,700,NSBM,0,True
636,15556.259765625,720,NSBM,0,True
637,15555.36328125,740,NSBM,0,True
638,15554.1171875,760,NSBM,0,True
639,15552.142578125,780,NSBM,0,True
640,15549.30859375,800,NSBM,0,True
641,15547.2216796875,820,NSBM,0,True
642,15546.623046875,840,NSBM,0,True
643,15546.3203125,860,NSBM,0,True
644,15546.0126953125,880,NSBM,0,True
645,15545.7099609375,900,NSBM,0,True
646,15545.25,920,NSBM,0,True
647,15544.8955078125,940,NSBM,0,True
648,15544.591796875,960,NSBM,0,True
649,15544.3759765625,980,NSBM,0,True
650,15544.1845703125,1000,NSBM,0,True
651,15544.0029296875,1020,NSBM,0,True
652,15543.833984375,1040,NSBM,0,True
653,15543.671875,1060,NSBM,0,True
654,15543.5166015625,1080,NSBM,0,True
655,15543.36328125,1100,NSBM,0,True
656,15543.2138671875,1120,NSBM,0,True
657,15543.0654296875,1140,NSBM,0,True
658,15542.9169921875,1160,NSBM,0,True
659,15542.767578125,1180,NSBM,0,True
660,15542.6171875,1200,NSBM,0,True
661,15542.462890625,1220,NSBM,0,True
662,15542.30078125,1240,NSBM,0,True
663,15542.12109375,1260,NSBM,0,True
664,15541.908203125,1280,NSBM,0,True
665,15541.6201171875,1300,NSBM,0,True
666,15541.0810546875,1320,NSBM,0,True
667,15539.53125,1340,NSBM,0,True
668,15537.7041015625,1360,NSBM,0,True
669,15537.38671875,1380,NSBM,0,True
670,15537.1318359375,1400,NSBM,0,True
671,15536.87890625,1420,NSBM,0,True
672,15536.572265625,1440,NSBM,0,True
673,15536.130859375,1460,NSBM,0,True
674,15535.3681640625,1480,NSBM,0,True
675,15533.6875,1500,NSBM,0,True
676,15529.51953125,1520,NSBM,0,True
677,15525.2626953125,1540,NSBM,0,True
678,15524.669921875,1560,NSBM,0,True
679,15524.44921875,1580,NSBM,0,True
680,15524.3125,1600,NSBM,0,True
681,15524.2158203125,1620,NSBM,0,True
682,15524.1220703125,1640,NSBM,0,True
683,15524.0166015625,1660,NSBM,0,True
684,15523.8876953125,1680,NSBM,0,True
685,15523.748046875,1700,NSBM,0,True
686,15523.5927734375,1720,NSBM,0,True
